1000
0, 653, 2896
0, 205, 4471
0, 698, 3374
0, 962, 6781
0, 361, 3233
0, 761, 1516
1, 430, 9636
1, 633, 5167
1, 992, 5374
1, 120, 5518
1, 228, 2964
2, 371, 8620
2, 220, 5854
2, 972, 6125
2, 698, 3173
2, 206, 6615
2, 14, 8214
2, 86, 7591
2, 937, 7709
3, 656, 5483
3, 42, 2207
3, 233, 5829
3, 894, 864
3, 315, 372
3, 23, 2210
4, 362, 3363
4, 805, 8453
4, 409, 8160
4, 281, 7047
4, 716, 1585
5, 950, 6157
5, 873, 8501
5, 942, 7053
5, 839, 5775
5, 211, 1808
5, 477, 1166
5, 541, 6483
5, 502, 8050
5, 227, 6557
5, 970, 6298
6, 558, 7328
6, 547, 2971
6, 475, 6899
6, 358, 7416
6, 731, 1996
6, 162, 2667
6, 736, 8765
6, 58, 4465
6, 65, 8815
6, 758, 8356
7, 51, 7472
7, 271, 4290
7, 440, 5848
7, 623, 6185
7, 686, 9845
8, 596, 9464
8, 400, 3605
8, 363, 2865
8, 925, 10355
8, 595, 4108
8, 369, 3236
8, 841, 8207
8, 120, 9628
9, 297, 4420
9, 945, 2753
9, 977, 6538
9, 462, 5359
9, 89, 11133
9, 370, 8507
10, 19, 7818
10, 942, 7954
10, 706, 7260
10, 93, 2963
10, 402, 9081
10, 274, 8937
10, 580, 4930
10, 157, 6311
11, 98, 5471
11, 164, 6894
11, 208, 2912
11, 755, 5501
11, 842, 6205
11, 804, 5436
11, 802, 5816
11, 91, 1681
11, 554, 1374
11, 385, 6745
12, 543, 2476
12, 205, 396
12, 603, 2682
12, 482, 3304
12, 223, 7408
12, 105, 2774
12, 991, 8105
13, 970, 4525
13, 272, 7223
13, 632, 5957
13, 95, 2584
13, 475, 2046
13, 511, 1708
13, 253, 1204
13, 993, 4972
13, 483, 2341
13, 889, 1759
14, 938, 2003
14, 806, 4746
14, 638, 4921
14, 775, 1780
14, 369, 6159
14, 161, 7048
14, 16, 5487
15, 387, 10486
15, 3, 1579
15, 745, 10784
15, 866, 5223
15, 643, 7253
15, 86, 6924
15, 617, 1857
15, 401, 8084
16, 60, 5031
16, 664, 2718
16, 201, 4049
16, 996, 1973
16, 403, 6306
16, 798, 3956
16, 445, 5380
16, 420, 7186
16, 784, 5095
17, 830, 4089
17, 409, 6367
17, 865, 8590
17, 534, 3124
17, 181, 4543
17, 435, 5829
17, 716, 4803
17, 618, 4573
17, 247, 6385
17, 633, 5692
18, 747, 6725
18, 456, 1187
18, 92, 1387
18, 716, 6907
18, 787, 6938
19, 273, 5062
19, 884, 5673
19, 342, 9648
19, 107, 2002
19, 394, 5781
19, 777, 1895
19, 577, 2760
20, 576, 6231
20, 249, 9836
20, 523, 2637
20, 404, 9522
20, 984, 5224
20, 383, 6467
20, 561, 5422
20, 883, 10126
20, 64, 2266
21, 353, 4845
21, 410, 9226
21, 936, 6875
21, 758, 7340
21, 808, 9413
21, 230, 3231
21, 44, 4326
22, 879, 3708
22, 837, 9169
22, 48, 4765
22, 5, 8374
22, 579, 8154
22, 206, 6222
23, 248, 4192
23, 339, 5368
23, 49, 4079
23, 761, 2949
23, 204, 5826
23, 55, 5086
24, 815, 6372
24, 729, 8117
24, 103, 1184
24, 260, 6439
24, 679, 9978
25, 54, 1144
25, 306, 2463
25, 852, 6021
25, 504, 2981
25, 131, 6082
25, 281, 8025
25, 360, 2713
25, 897, 9607
25, 196, 7831
26, 937, 4740
26, 189, 8954
26, 162, 6593
26, 577, 1247
26, 844, 1791
27, 168, 1230
27, 184, 7276
27, 206, 7740
27, 130, 1708
27, 646, 5373
27, 50, 5588
28, 394, 1884
28, 939, 2640
28, 86, 6214
28, 60, 5963
28, 488, 1614
28, 978, 1494
28, 253, 6854
29, 670, 6517
29, 50, 7148
29, 659, 1528
29, 779, 3561
29, 417, 6757
29, 612, 5976
29, 445, 3164
29, 345, 4829
29, 657, 6388
29, 868, 7481
30, 351, 10548
30, 407, 8006
30, 905, 5378
30, 413, 7766
30, 350, 4550
30, 736, 7613
30, 727, 6767
31, 429, 6196
31, 529, 7640
31, 674, 6132
31, 483, 6311
31, 175, 5518
31, 881, 6604
31, 53, 3927
31, 243, 4250
31, 767, 4448
32, 725, 9012
32, 54, 1454
32, 18, 8190
32, 987, 5996
32, 903, 1351
32, 775, 3194
32, 175, 7767
32, 590, 11723
32, 618, 1237
33, 295, 9804
33, 563, 7893
33, 290, 1165
33, 460, 6967
33, 789, 656
33, 499, 5619
33, 912, 6577
33, 279, 8935
33, 391, 4674
33, 520, 5222
34, 19, 1080
34, 83, 4657
34, 869, 9058
34, 717, 626
34, 453, 9104
35, 376, 3139
35, 193, 10859
35, 493, 6684
35, 641, 7438
35, 149, 8269
35, 882, 8398
35, 510, 5377
35, 712, 8784
35, 954, 8661
35, 622, 1740
36, 692, 5680
36, 765, 9724
36, 886, 1927
36, 279, 8442
36, 969, 9372
36, 760, 4746
36, 429, 8068
36, 593, 9506
37, 239, 5569
37, 367, 8822
37, 919, 4782
37, 66, 7457
37, 973, 3900
37, 338, 4360
37, 458, 7845
37, 4, 4030
37, 220, 7189
38, 283, 1795
38, 275, 2668
38, 464, 4227
38, 600, 4481
38, 303, 8198
38, 178, 5358
38, 708, 4574
38, 174, 4930
39, 132, 8276
39, 651, 1153
39, 290, 9721
39, 182, 7686
39, 512, 788
39, 336, 3202
39, 743, 4724
39, 67, 3734
40, 177, 5935
40, 789, 3409
40, 637, 1487
40, 270, 8290
40, 700, 4088
40, 57, 3384
40, 371, 5526
40, 694, 8111
41, 789, 9722
41, 571, 8227
41, 979, 4356
41, 397, 5438
41, 416, 8571
41, 637, 8087
41, 88, 1267
41, 473, 6671
41, 529, 10369
42, 946, 8263
42, 736, 7727
42, 617, 2782
42, 564, 2662
42, 227, 3963
42, 350, 3678
42, 249, 4678
42, 126, 5691
42, 832, 5435
43, 223, 3129
43, 206, 7145
43, 695, 7099
43, 714, 8656
43, 844, 3469
43, 976, 2501
44, 886, 5227
44, 821, 5753
44, 348, 3951
44, 984, 3546
44, 589, 6016
44, 453, 6441
44, 323, 3788
44, 61, 2453
44, 108, 2934
45, 93, 3708
45, 530, 5974
45, 236, 6390
45, 178, 3690
45, 38, 1845
45, 627, 2043
45, 925, 6223
46, 703, 10379
46, 154, 8678
46, 494, 4401
46, 156, 8261
46, 621, 8829
46, 912, 1224
46, 61, 7298
46, 106, 1285
47, 650, 1891
47, 456, 8893
47, 184, 2735
47, 565, 9110
47, 662, 9954
47, 9, 9875
47, 604, 2689
47, 514, 7836
48, 592, 2166
48, 361, 880
48, 9, 6199
48, 320, 6437
48, 578, 5019
48, 347, 3525
48, 840, 3277
48, 385, 5391
49, 652, 2318
49, 827, 6045
49, 854, 569
49, 472, 4387
49, 410, 7899
49, 932, 6973
49, 702, 7288
49, 856, 10037
49, 734, 5867
50, 55, 5755
50, 192, 8105
50, 103, 9501
50, 757, 2797
50, 547, 3046
50, 902, 9812
50, 778, 3102
50, 46, 5576
50, 688, 6183
50, 382, 3118
51, 56, 3722
51, 341, 1373
51, 829, 6691
51, 264, 7392
51, 557, 7660
51, 818, 6560
51, 697, 7615
51, 418, 4637
52, 557, 6052
52, 516, 4095
52, 506, 2670
52, 46, 4775
52, 726, 2801
53, 937, 3738
53, 735, 3358
53, 61, 3769
53, 163, 3597
53, 742, 4051
53, 137, 4860
53, 780, 4959
54, 965, 5286
54, 382, 2329
54, 784, 6624
54, 789, 9779
54, 304, 10374
54, 496, 11828
54, 723, 1344
54, 87, 6942
55, 546, 7264
55, 37, 3509
55, 764, 2218
55, 81, 6671
55, 929, 6350
55, 879, 3411
55, 547, 3145
55, 878, 7388
55, 466, 7323
56, 244, 2296
56, 768, 2825
56, 533, 4786
56, 995, 2469
56, 998, 7110
56, 861, 5093
57, 597, 5922
57, 686, 2558
57, 971, 4229
57, 454, 1647
57, 202, 4397
58, 727, 4259
58, 301, 5849
58, 137, 3308
58, 671, 2844
58, 605, 2938
58, 773, 6801
58, 132, 5201
58, 949, 1355
59, 441, 6770
59, 839, 8871
59, 825, 1133
